customerID,Name,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Age,Under 30,Married,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
6861-OKBCE,Gitanjali Kathayat,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),603,6640.5,Yes,62,No,No,991.8,0,No,No,No,0,0,10909.8,17550.3
9940-RHLFB,Poonam Rakhal,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Cash,2259,2259,Yes,53,No,No,781.8,3,No,No,Yes,0,0,781.8,3040.8
2995-UPRYS,Indu Karn,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2976,121866,Yes,74,No,Yes,592.8,22,Yes,Yes,Yes,0,0,23712,145578
6686-YPGHK,Pravash Bishwakarma,Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,eSewa,2565,121269,Yes,65,No,No,1097.4,20,Yes,No,No,0,1500,51577.8,174346.8
1383-EZRWL,Srijana Neupane,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,601.5,4945.5,Yes,62,No,No,1446.6,0,No,No,No,0,0,10126.2,15071.7
4759-TRPLW,Prasanna Kharel,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cash,2112,2112,Yes,40,No,No,888.9,15,No,No,Yes,0,0,888.9,3000.9
8563-IIOXK,Matrika Gauchan,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Cash,1492.5,9939,Yes,24,Yes,Yes,1084.2,85,Yes,No,Yes,0,0,7589.4,17528.4
8020-BWHYL,Vaishali Rakhal,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2259,34423.5,Yes,70,No,No,239.7,27,No,No,Yes,0,0,3595.5,38019
2982-VPSGI,Isha Tamang,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cash,2820,32367,Yes,64,No,Yes,770.1,18,Yes,No,Yes,0,0,8471.1,40838.1
8199-ZLLSA,Saramsh Pandit,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mobile Banking,3550.5,234124.5,Yes,53,No,No,679.8,27,Yes,Yes,Yes,0,0,45546.6,279671.1
4625-EWPTF,Mukti Manandhar,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Cash,913.5,6793.5,Yes,55,No,No,0,4,No,No,No,0,0,0,6793.5
5980-NOPLP,Barkha Pyakurel,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cash,2883,130923,Yes,19,Yes,Yes,337.2,59,Yes,No,Yes,0,0,14836.8,145759.8
6892-XPFPU,Sajiv Bhandari,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3127.5,73017,Yes,70,No,Yes,1492.8,11,Yes,No,Yes,0,0,35827.2,108844.2
8010-EZLOU,Bidesh Khatiwada,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Cash,2406,36517.5,Yes,75,No,No,362.4,5,No,No,Yes,0,0,5436,41953.5
9874-QLCLH,Sarmila Luitel,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3126,52305,Yes,38,No,Yes,147.3,15,Yes,No,Yes,0,0,2504.1,54809.1
8062-YBDOE,Mitesh Shamsher,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2089.5,2089.5,Yes,70,No,No,216.9,2,No,No,Yes,0,0,216.9,2306.4
6000-APYLU,Shaswat Mahat,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,2424,21393,Yes,39,No,No,610.2,7,Yes,No,Yes,0,0,5491.8,26884.8
0947-IDHRQ,Bishala Bhandari,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,eSewa,2409,15801,Yes,21,Yes,No,1176.3,42,Yes,No,No,0,300,8234.1,24335.1
3672-YITQD,Ujjwal Lamichhane,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,2523,90648,Yes,71,No,Yes,949.5,15,No,No,Yes,0,0,34182,124830
9048-JVYVF,Rajendra Upadhyaya,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Cash,2080.5,5740.5,Yes,48,No,No,1069.2,6,Yes,Yes,Yes,0,0,3207.6,8948.1
8988-ECPJR,Janaki Khatri,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,eSewa,2388,81549,Yes,79,No,Yes,775.2,15,No,No,Yes,0,0,26356.8,107905.8
3776-EKTKM,Kanchan Saaru,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Cash,1093.5,1093.5,Yes,79,No,No,0,26,No,No,Yes,0,0,0,1093.5
1902-XBTFB,Ravin Sunwar,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cash,2682,60045,Yes,39,No,No,1187.4,12,No,No,Yes,0,0,26122.8,86167.8
0643-OKLRP,Monali Samal,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Cash,2410.5,114775.5,Yes,73,No,Yes,1149.3,7,No,No,No,0,2700,54017.1,171492.6
9381-NDKME,Indu Dangol,Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1219.5,27999,Yes,74,No,Yes,0,29,No,No,Yes,0,0,0,27999
2794-XIMMO,Dashrath Subba,Male,0,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Cash,1813.5,95527.5,Yes,61,No,Yes,0,13,Yes,Yes,Yes,0,0,0,95527.5
8382-SHQEH,Eshuma Danwar,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,2547,22948.5,Yes,58,No,Yes,870,30,Yes,No,Yes,0,0,6960,29908.5
2983-ZANRP,Mahima Mahatto,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mobile Banking,2206.5,4362,Yes,27,Yes,Yes,255,59,Yes,No,Yes,0,0,510,4872
7845-URHJN,Kalika Shakya,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mobile Banking,604.5,4687.5,Yes,24,Yes,Yes,340.5,0,No,No,No,0,0,2724,7411.5
3034-ZBEQN,Lalita Adhikari,Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,eSewa,1041,48135,Yes,31,No,Yes,0,22,No,No,Yes,0,0,0,48135
8327-LZKAS,Rishma Thapa Magar,Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Cash,3226.5,136017,Yes,80,No,Yes,415.2,18,No,Yes,No,0,4200,17853.6,158070.6
1075-BGWOH,Bijaya Mahat,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,2962.5,47626.5,Yes,69,No,Yes,454.8,7,No,No,Yes,0,0,7276.8,54903.3
0302-JOIVN,Eshita Sapkota,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Cash,3034.5,25287,Yes,47,No,Yes,506.4,6,Yes,No,Yes,0,0,4051.2,29338.2
5366-IJEQJ,Jeevan Gauchan,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2661,52843.5,Yes,20,Yes,No,166.2,59,No,No,Yes,0,0,3324,56167.5
1981-INRFU,Deevya Poudel,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cash,2392.5,4935,Yes,44,No,No,249.6,16,No,No,Yes,0,0,499.2,5434.2
4971-PUYQO,Ismriti Bhattarai,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,eSewa,2836.5,81738,Yes,48,No,No,332.7,6,Yes,No,Yes,0,0,8982.9,90720.9
8485-GJCDN,Somrita Moktan,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,eSewa,2071.5,9555,Yes,71,No,No,901.5,11,No,No,Yes,0,0,4507.5,14062.5
1527-SXDPN,Yogesh Thakur,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mobile Banking,2887.5,149707.5,Yes,63,No,Yes,1397.7,26,Yes,Yes,No,0,3600,72680.4,225987.9
6029-WTIPC,Somya Baral,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3033,112321.5,Yes,73,No,No,1141.8,19,No,No,Yes,0,0,42246.6,154568.1
8634-CILSZ,Prijan Rupakheti,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mobile Banking,3141,216610.5,Yes,52,No,No,613.2,3,Yes,Yes,Yes,0,0,42310.8,258921.3
6682-QJDGB,Dashrath Dangol,Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,eSewa,1657.5,64176,Yes,20,Yes,No,242.4,76,No,No,Yes,0,0,9696,73872
8780-IXSTS,Nikita Limbu,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cash,2703,15639,Yes,53,No,No,34.5,3,No,No,Yes,0,0,207,15846
9530-EHPOH,Bijaya Bhandari,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Cash,1612.5,18240,Yes,60,No,No,450.9,13,No,No,Yes,0,0,4959.9,23199.9
0345-HKJVM,Nidhi Dulal,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Cash,2679,17328,Yes,43,No,No,78,22,Yes,No,Yes,0,0,468,17796
3049-SOLAY,Lila Bhandari,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cash,2856,8785.5,Yes,21,Yes,Yes,697.8,42,Yes,No,No,0,600,2093.4,11478.9
3317-HRTNN,Beena Kathayat,Female,1,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Cash,1371,5940,Yes,79,No,No,0,15,No,No,Yes,0,0,0,5940
3235-ETOOB,Ananta Niraula,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Cash,2235,18297,Yes,51,No,Yes,1437.3,23,No,No,Yes,0,0,11498.4,29795.4
8058-INTPH,Lina Maharjan,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cash,2389.5,2389.5,Yes,57,No,No,674.4,5,No,No,Yes,0,0,674.4,3063.9
5569-OUICF,Chandani Mainali,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3039,84366,Yes,67,No,Yes,492.9,20,No,Yes,Yes,0,0,13801.2,98167.2
8821-XNHVZ,Lina Saaru,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,eSewa,2401.5,2401.5,Yes,53,No,Yes,1193.7,7,No,No,Yes,0,0,1193.7,3595.2
2082-OJVTK,Jayanta Dhami,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,2676,80950.5,Yes,25,Yes,Yes,120,48,Yes,No,Yes,0,0,3480,84430.5
5940-NFXKV,Hira Adhikari,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,2509.5,43972.5,Yes,59,No,Yes,422.7,25,Yes,No,No,0,3900,8031.3,55903.8
8053-WWDRO,Aastha Pyakurel,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mobile Banking,585,4389,Yes,62,No,Yes,951,0,No,No,No,0,0,5706,10095
9564-KCLHR,Vivek Pariyar,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,eSewa,1537.5,1537.5,Yes,58,No,No,193.2,4,No,Yes,Yes,0,0,193.2,1730.7
2082-CEFLT,Subham Shrestha,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cash,1368,1368,Yes,31,No,No,351.9,24,No,No,Yes,0,0,351.9,1719.9
1213-NGCUN,Sakshi Gauchan,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mobile Banking,1489.5,8020.5,Yes,49,No,No,1466.7,22,No,Yes,Yes,0,0,8800.2,16820.7
5688-KZTSN,Mohit Rawal,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cash,600,8641.5,Yes,59,No,Yes,934.2,0,No,No,No,0,0,14013,22654.5
2894-QOJRX,Vanita Tuladhar,Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mobile Banking,1020,25590,Yes,19,Yes,Yes,0,82,No,No,Yes,0,0,0,25590
5747-PMBSQ,Padam Gartola,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,eSewa,2775,28023,Yes,72,No,Yes,333.6,30,No,Yes,No,0,3000,3336,34359
3143-JQEGI,Saraswati Bastola,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Cash,2650.5,36684,Yes,52,No,Yes,534.9,10,Yes,No,Yes,0,0,6953.7,43637.7
6386-SZZKH,Renuka Bastola,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3238.5,158796,Yes,38,No,Yes,193.5,10,Yes,Yes,Yes,0,0,9481.5,168277.5
2982-IHMFT,Upasna Rupakheti,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,eSewa,2233.5,2233.5,Yes,75,No,No,1188.3,16,No,No,Yes,0,0,1188.3,3421.8
3521-SYVOR,Menka Thakur,Female,0,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cash,1942.5,70356,Yes,26,Yes,No,98.1,71,Yes,No,Yes,0,0,3629.7,73985.7
9526-JAWYF,Maulik Rajput,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Cash,2694,70059,Yes,49,No,No,187.2,25,No,No,Yes,0,0,4867.2,74926.2
5649-VUKMC,Vandana Gupta,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,eSewa,2865,33454.5,Yes,61,No,No,1044.3,16,Yes,No,Yes,0,0,12531.6,45986.1
5143-EGQFK,Safala Lohani,Female,1,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Cash,889.5,8742,Yes,76,No,No,0,20,No,Yes,No,0,3300,0,12042
4919-IKATY,Harka Pathak,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Cash,2535,13612.5,Yes,64,No,Yes,1106.4,8,No,No,Yes,0,0,5532,19144.5
9050-QLROH,Bidesh Pandey,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),2721,47917.5,Yes,26,Yes,No,857.7,26,Yes,No,Yes,0,0,15438.6,63356.1
6168-WFVVF,Saujanya Pandit,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2109,7065,Yes,69,No,No,166.2,16,No,No,Yes,0,0,498.6,7563.6
0877-SDMBN,Kusha Neupane,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mobile Banking,3118.5,169171.5,Yes,20,Yes,No,1304.1,82,Yes,No,Yes,0,0,70421.4,239592.9
8065-YKXKD,Krisha Bhatta,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2242.5,23989.5,Yes,39,No,No,168.9,26,No,No,Yes,0,0,1689,25678.5
9637-EIHEQ,Manjulika Thapa,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Cash,1524,1524,Yes,20,Yes,No,684.6,27,No,Yes,Yes,0,0,684.6,2208.6
9689-PTNPG,Lokendra Pandey,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cash,2407.5,4336.5,Yes,42,No,No,1170.9,30,No,No,No,0,300,2341.8,6978.3
9465-RWMXL,Sanju Saaru,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Cash,2367,73438.5,Yes,62,No,Yes,677.1,11,No,No,Yes,0,0,21667.2,95105.7
2362-IBOOY,Binay Sigdel,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,2542.5,91504.5,Yes,22,Yes,No,1319.1,42,Yes,No,Yes,0,0,47487.6,138992.1
0843-WTBXE,Kamlesh Sharma,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mobile Banking,2563.5,135517.5,Yes,38,No,No,492.9,29,No,No,Yes,0,0,26123.7,161641.2
5515-IDEJJ,Padam Limbu,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,597,597,Yes,46,No,Yes,1373.1,0,No,No,No,0,0,1373.1,1970.1
7450-NWRTR,Piysuh Sunwar,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,2983.5,36004.5,Yes,76,No,No,656.7,26,No,No,Yes,0,0,7880.4,43884.9
5376-DEQCP,Urmila Upadhyaya,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2118,2118,Yes,48,No,No,813.6,23,No,No,Yes,0,0,813.6,2931.6
9095-HFAFX,Komal Yadav,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2430,11688,Yes,61,No,No,606,23,No,No,No,0,300,3030,15018
2379-ENZGV,Tribhuwan Gauchan,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cash,2545.5,15705,Yes,61,No,No,1179.6,12,No,No,Yes,0,0,7077.6,22782.6
6005-OBZPH,Yashaswee Samal,Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cash,2674.5,68329.5,Yes,68,No,No,272.7,12,No,No,Yes,0,0,7090.2,75419.7
7932-WPTDS,Prena Rana,Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cash,744,744,Yes,77,No,Yes,0,19,No,No,Yes,0,0,0,744
2722-VOJQL,Vim Paneru,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),3169.5,207093,Yes,30,No,No,726.9,73,Yes,Yes,Yes,0,0,46521.6,253614.6
5228-EXCET,Omkar Magar,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,2425.5,30261,Yes,40,No,No,376.2,20,Yes,No,Yes,0,0,4890.6,35151.6
7394-FKDNK,Lalita Lohani,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Cash,2683.5,25593,Yes,62,No,Yes,795.3,18,Yes,No,Yes,0,0,7157.7,32750.7
6331-LWDTQ,Tila Phuyal,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2164.5,23827.5,Yes,49,No,No,1012.5,11,Yes,No,No,0,2400,10125,36352.5
1597-FZREH,Vaishali Dangol,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Cash,2292,4824,Yes,39,No,No,1249.2,25,Yes,Yes,Yes,0,0,2498.4,7322.4
7000-WCEVQ,Shivani Wagle,Female,1,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,eSewa,1848,35230.5,Yes,67,No,No,813.3,27,No,No,Yes,0,0,16266,51496.5
0727-IWKVK,Tanuj Saaru,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Cash,2397,22251,Yes,35,No,Yes,575.4,27,No,No,Yes,0,0,5178.6,27429.6
5959-BELXA,Som Nepal,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2884.5,90577.5,Yes,67,No,No,763.5,18,No,No,Yes,0,0,24432,115009.5
3512-IZIKN,Sarmila Siwakoti,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),1959,142792.5,Yes,57,No,Yes,1280.1,24,No,Yes,Yes,0,0,89607,232399.5
6141-OOXUQ,Sundar Samal,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,589.5,589.5,Yes,43,No,No,517.5,0,No,No,No,0,0,517.5,1107
7503-ZGUZJ,Bidesh Vaidya,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,eSewa,2539.5,2539.5,Yes,25,Yes,No,669,51,No,No,No,0,1200,669,4408.5
2506-TNFCO,Narayani Mali,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2086.5,2086.5,Yes,76,No,Yes,373.8,22,No,No,Yes,0,0,373.8,2460.3
8718-PTMEZ,Lavina Koirala,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Cash,931.5,10417.5,Yes,46,No,No,0,16,No,No,Yes,0,0,0,10417.5
2207-OBZNX,Nirmal Rupakheti,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,eSewa,1530,10621.5,Yes,56,No,No,1034.7,22,No,No,Yes,0,0,7242.9,17864.4
6142-VSJQO,Muzur Satyal,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,1330.5,1330.5,Yes,27,Yes,Yes,1212.6,59,No,No,Yes,0,0,1212.6,2543.1
6437-UKHMV,Sagorika Yadav,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cash,2391,17581.5,Yes,31,No,No,867.6,16,No,No,Yes,0,0,6073.2,23654.7
1114-CENIM,Poojit Parajuli,Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1650,92779.5,Yes,43,No,No,201,16,No,No,Yes,0,0,10854,103633.5
6060-DRTNL,Siddhi Siwakoti,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,eSewa,2545.5,12466.5,Yes,66,No,No,820.5,27,No,No,No,0,600,4102.5,17169
8473-VUVJN,Som Thapa,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2209.5,2209.5,Yes,80,No,No,1196.4,19,No,No,Yes,0,0,1196.4,3405.9
6289-CPNLD,Tanuj Pariyar,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,eSewa,2217,72151.5,Yes,33,No,Yes,999.6,4,Yes,Yes,Yes,0,0,32986.8,105138.3
5536-SLHPM,Naina Pandit,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Cash,2332.5,133744.5,Yes,38,No,Yes,582.3,4,No,No,Yes,0,0,32026.5,165771
0196-VULGZ,Megha Pokhrel,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,2530.5,14247,Yes,78,No,Yes,861.3,17,No,No,Yes,0,0,5167.8,19414.8
8837-VVWLQ,Juhi Rajbanshi,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Cash,2548.5,20052,Yes,35,No,No,969.3,6,No,No,Yes,0,0,7754.4,27806.4
2696-NARTR,Adesh Siwakoti,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Cash,2215.5,27787.5,Yes,40,No,No,1348.2,25,No,Yes,Yes,0,0,14830.2,42617.7
7614-QVWQL,Arnav Bista,Male,0,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mobile Banking,1554,76237.5,Yes,57,No,Yes,0,5,Yes,No,No,0,1500,0,77737.5
1976-CFOCS,Bindu Chhetri,Female,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cash,1380,1380,Yes,69,No,Yes,232.2,19,No,No,Yes,0,0,232.2,1612.2
4631-OACRM,Jeevan Nepali,Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,2382,34683,Yes,78,No,No,516.9,12,No,No,Yes,0,0,7753.5,42436.5
3755-JBMNH,Unnat Dahal,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,2154,35034,Yes,78,No,Yes,1377,5,No,No,Yes,0,0,22032,57066
6345-ULYRW,Adhik Chaturvedi,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,eSewa,2652,117387,Yes,68,No,Yes,738.6,14,Yes,No,Yes,0,0,32498.4,149885.4
1809-DMJHQ,Sarada Pandey,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,eSewa,1380,6651,Yes,56,No,No,716.7,14,No,No,Yes,0,0,3583.5,10234.5
